fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,Body_tmp,Vibrancy_tmp,Sweetness,Nuance,Tannicity,Body,Vibrancy
9.2,0.63,0.21,2.7,0.097,0.9988,3.28,0.58,9.6,5.2993999999999994,3.33,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.6,0.58,0.66,2.2,0.074,1.0008,3.25,0.57,9.0,5.0004,4.0225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Brilliant
9.2,0.43,0.52,2.3,0.083,0.9976,3.35,0.61,11.3,6.1488000000000005,3.3749999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.615,0.22,2.6,0.087,0.9982,3.26,0.61,9.3,5.149100000000001,3.0987500000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.0,0.26,0.68,2.55,0.085,0.997,3.18,0.61,11.8,6.3985,3.78,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.1,0.66,0.7,2.2,0.098,0.9972,3.08,0.53,9.0,4.9986,3.135,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
11.5,0.315,0.54,2.1,0.084,0.9987,2.98,0.7,9.2,5.099349999999999,3.83375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Brilliant
10.0,0.29,0.4,2.9,0.098,1.0006,3.48,0.91,9.7,5.3503,3.5425,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.3,0.5,0.42,2.0,0.069,0.9982,3.16,0.72,11.5,6.2491,3.595,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.46,0.45,2.6,0.065,0.9947,3.32,0.79,14.0,7.49735,3.2575000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
11.4,0.36,0.69,2.1,0.09,1.0,3.17,0.62,9.2,5.1,3.905,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Brilliant
8.7,0.82,0.02,1.2,0.07,0.9952,3.2,0.58,9.8,5.397600000000001,3.1849999999999996,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
13.0,0.32,0.65,2.6,0.093,0.9996,3.05,0.61,10.6,5.799799999999999,4.255,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.6,0.54,0.42,2.4,0.081,0.997,3.2,0.71,11.4,6.1985,3.4400000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.5,0.37,0.55,2.6,0.083,0.9995,3.15,0.82,10.4,5.69975,4.1425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.9,0.35,0.55,2.1,0.062,0.9971,3.26,0.79,10.6,5.79855,3.515,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.5,0.28,0.51,1.7,0.08,0.9982,3.2,0.89,9.4,5.1991000000000005,3.6224999999999996,Dry,"Complex,Spicy",Robust,Medium,Live
9.3,0.27,0.41,2.0,0.091,0.998,3.28,0.7,9.7,5.348999999999999,3.315,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.4,0.24,0.49,1.8,0.075,0.9977,3.18,1.06,11.0,5.99885,3.5775,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
9.4,0.685,0.11,2.7,0.077,0.9984,3.19,0.7,10.1,5.5492,3.34625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.6,0.28,0.39,15.5,0.069,1.0026,3.12,0.66,9.2,5.101299999999999,3.5975,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
9.4,0.3,0.56,2.8,0.08,0.9964,3.15,0.92,11.7,6.348199999999999,3.3525000000000005,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.6,0.36,0.59,2.2,0.152,0.9986,3.04,1.05,9.4,5.1993,3.6475,Semi-Dry,Intense,Robust,Medium,Live
10.6,0.36,0.6,2.2,0.152,0.9986,3.04,1.06,9.4,5.1993,3.6499999999999995,Semi-Dry,Intense,Robust,Medium,Live
10.6,0.44,0.68,4.1,0.114,0.997,3.06,0.66,13.4,7.1985,3.695,Sweet,Intense,"Balanced,Structured",Full-Bodied,Brilliant
10.2,0.645,0.36,1.8,0.053,0.9982,3.17,0.42,10.0,5.4991,3.5937499999999996,Semi-Dry,Simple,Soft,Medium,Live
11.6,0.32,0.55,2.8,0.081,1.0002,3.32,0.92,10.8,5.9001,3.9475000000000002,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
9.3,0.39,0.4,2.6,0.073,0.9984,3.34,0.75,10.2,5.5992,3.3575000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.3,0.775,0.27,2.8,0.078,0.9984,3.31,0.67,10.6,5.7992,3.4137500000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.41,0.5,2.5,0.055,0.9952,3.34,0.79,13.3,7.147600000000001,3.3625,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
8.9,0.4,0.51,2.6,0.052,0.995,3.32,0.9,13.4,7.1975,3.2825,Semi-Dry,Simple,Robust,Full-Bodied,Live
6.5,0.39,0.23,8.3,0.051,0.9952,3.44,0.55,12.1,6.5476,2.64,Sweet,Simple,"Balanced,Structured",Full-Bodied,Liveliness
7.2,0.34,0.32,2.5,0.09,0.9966,3.32,0.79,11.1,6.0483,2.795,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.5,0.26,0.47,1.9,0.078,0.9976,3.18,1.04,10.9,5.9488,3.6025,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.5,0.24,0.42,1.8,0.077,0.9976,3.21,1.05,10.8,5.8988000000000005,3.5925000000000002,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
10.2,0.49,0.63,2.9,0.072,0.9968,3.16,0.78,12.5,6.7484,3.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
10.4,0.24,0.46,1.8,0.075,0.9976,3.25,1.02,10.8,5.8988000000000005,3.5875000000000004,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
11.2,0.67,0.55,2.3,0.084,1.0,3.17,0.71,9.5,5.25,3.8975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
13.3,0.29,0.75,2.8,0.084,0.9986,3.04,0.68,11.4,6.1993,4.345,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
12.4,0.42,0.49,4.6,0.073,0.9978,3.02,0.61,9.5,5.2489,4.0825000000000005,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.7,0.4,0.48,2.1,0.125,0.998,3.03,0.81,9.7,5.348999999999999,3.6525,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.5,0.655,0.49,6.1,0.122,1.001,3.31,1.14,9.3,5.1505,3.23875,Sweet,Intense,Robust,Medium,Live
12.5,0.6,0.49,4.3,0.1,1.001,3.25,0.74,11.9,6.4505,4.21,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.4,0.61,0.49,2.1,0.2,0.9994,3.16,0.63,8.4,4.6997,3.665,Semi-Dry,Intense,"Balanced,Structured",Light,Live
10.9,0.21,0.49,2.8,0.088,0.9972,3.22,0.68,11.7,6.348599999999999,3.7050000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.8,0.25,0.49,2.7,0.088,0.9982,3.42,0.9,10.0,5.4991,3.49,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.6,0.41,0.49,2.0,0.088,0.998,3.48,0.64,9.1,5.0489999999999995,2.995,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.2,0.39,0.49,2.3,0.099,0.9979,3.38,0.99,9.8,5.39895,3.115,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
9.3,0.4,0.49,2.5,0.085,0.9978,3.22,0.55,9.4,5.1989,3.3525000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.43,0.49,2.4,0.086,0.9976,3.23,0.64,9.5,5.2488,3.3375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.4,0.64,0.24,2.8,0.105,0.9998,3.24,0.67,9.9,5.4499,3.6300000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.38,0.49,2.5,0.097,0.9962,3.39,0.77,11.4,6.1981,2.815,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.42,0.49,2.6,0.084,0.9988,3.34,0.75,8.7,4.849399999999999,3.1125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
10.3,0.27,0.24,2.1,0.072,0.9956,3.22,0.66,12.8,6.8978,3.5075000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
10.0,0.48,0.24,2.7,0.102,1.0,3.28,0.56,10.0,5.5,3.5,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.1,0.825,0.24,2.1,0.084,0.9972,3.37,0.77,10.7,5.848599999999999,3.13375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.9,0.35,0.49,5.8,0.066,1.0014,3.2,0.66,12.0,6.5007,4.235,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
11.2,0.5,0.74,5.15,0.1,0.9996,3.22,0.62,11.2,6.0998,3.915,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.2,0.59,0.24,3.3,0.101,0.9988,3.26,0.67,9.6,5.2993999999999994,3.3225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.46,0.49,6.3,0.064,0.9988,3.21,0.73,11.0,5.9994,3.415,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
9.3,0.715,0.24,2.1,0.07,0.9966,3.12,0.59,9.9,5.448300000000001,3.34375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.2,0.66,0.24,2.5,0.085,0.9993,3.06,0.72,11.0,5.99965,3.79,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
14.3,0.31,0.74,1.8,0.075,1.0008,2.86,0.79,8.4,4.7004,4.5525,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Brilliant
9.1,0.47,0.49,2.6,0.094,0.9982,3.08,0.59,9.1,5.0491,3.285,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.5,0.55,0.24,2.0,0.078,0.9983,3.45,0.78,9.5,5.24915,2.9350000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.6,0.31,0.49,2.5,0.067,0.9987,3.26,0.86,10.7,5.849349999999999,3.665,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
12.4,0.35,0.49,2.6,0.079,0.9994,3.12,0.75,10.4,5.6997,4.09,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.0,0.53,0.49,1.9,0.171,0.9975,3.27,0.61,9.4,5.19875,3.3225,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.8,0.51,0.01,2.1,0.074,0.9958,3.33,0.56,9.5,5.2479,2.6624999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.4,0.43,0.24,2.8,0.092,0.998,3.19,0.73,10.0,5.499,3.315,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.46,0.24,2.7,0.092,0.998,3.12,0.74,10.0,5.499,3.33,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.0,1.04,0.24,1.6,0.05,0.9934,3.74,0.62,11.5,6.2467,2.505,Dry,Simple,"Balanced,Structured",Medium,Liveliness
15.6,0.645,0.49,4.2,0.095,1.00315,2.92,0.74,11.1,6.051575,4.91375,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.0,0.44,0.49,2.4,0.078,0.9978,3.23,0.58,9.2,5.0988999999999995,3.29,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.0,0.54,0.49,2.9,0.094,0.9982,3.08,0.61,9.2,5.0991,3.2775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.6,0.29,0.49,2.7,0.092,0.9971,3.31,0.61,10.1,5.54855,2.9225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.8,0.5,0.49,2.6,0.25,0.999,3.31,0.79,10.7,5.8495,3.5250000000000004,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
11.5,0.35,0.49,3.3,0.07,1.0003,3.32,0.91,11.0,6.00015,3.915,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
10.2,0.24,0.49,2.4,0.075,0.9978,3.14,0.61,10.4,5.6989,3.5175,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.5,0.59,0.49,2.1,0.07,0.9991,3.3,0.56,9.6,5.29955,3.7199999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
10.6,0.34,0.49,3.2,0.078,0.9992,3.19,0.7,10.0,5.4996,3.655,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.3,0.27,0.49,3.1,0.079,0.9993,3.2,0.8,10.2,5.59965,4.065,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.9,0.5,0.24,2.3,0.103,0.9978,3.34,0.52,10.0,5.4989,3.495,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.44,0.49,2.8,0.083,0.9982,3.3,0.6,9.5,5.2491,3.2575000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.47,0.49,2.9,0.085,0.9982,3.29,0.6,9.8,5.399100000000001,3.2625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.6,0.31,0.49,2.2,0.063,0.9976,3.14,0.51,9.8,5.3988000000000005,3.6350000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.7,0.49,0.49,2.2,0.083,1.0,3.19,0.43,9.2,5.1,3.9675,Semi-Dry,"Complex,Spicy",Soft,Light,Brilliant
12.0,0.28,0.49,1.9,0.074,0.9976,2.98,0.66,9.9,5.4488,3.9375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
11.8,0.33,0.49,3.4,0.093,1.0002,3.3,0.76,10.7,5.850099999999999,3.9800000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.6,0.51,0.24,2.4,0.091,0.998,3.47,0.66,9.6,5.2989999999999995,2.955,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
11.1,0.31,0.49,2.7,0.094,0.9986,3.12,1.02,10.6,5.7993,3.755,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
7.3,0.73,0.24,1.9,0.108,0.9967,3.26,0.59,9.3,5.148350000000001,2.8825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.0,0.42,0.24,2.0,0.06,0.9917,3.72,0.74,14.0,7.49585,2.345,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
10.2,0.29,0.49,2.6,0.059,0.9976,3.05,0.74,10.5,5.7488,3.5074999999999994,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.6,0.39,0.49,1.7,0.07,0.9922,3.12,0.5,11.5,6.2461,2.65,Dry,"Complex,Spicy",Soft,Medium,Live
9.9,0.49,0.58,3.5,0.094,1.0004,3.29,0.58,9.0,5.0001999999999995,3.5650000000000004,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
7.9,0.72,0.17,2.6,0.096,0.9978,3.4,0.53,9.5,5.2489,3.0475000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.9,0.595,0.41,7.9,0.086,0.9998,3.27,0.57,9.3,5.149900000000001,3.29375,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
12.4,0.4,0.51,2.0,0.059,0.9994,3.04,0.6,9.3,5.1497,4.0875,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
11.9,0.58,0.58,1.9,0.071,0.998,3.09,0.63,10.0,5.499,4.0375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.5,0.585,0.18,2.1,0.078,0.9967,3.2,0.48,9.8,5.398350000000001,3.11625,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
12.7,0.59,0.45,2.3,0.082,1.0,3.0,0.7,9.3,5.15,4.185,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.2,0.915,0.27,2.1,0.088,0.9962,3.26,0.47,10.0,5.4981,3.1612499999999994,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.7,0.835,0.0,2.6,0.081,0.9975,3.3,0.52,9.3,5.148750000000001,2.95875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.58,0.13,2.9,0.096,0.9984,3.17,0.62,9.1,5.0492,3.0450000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.3,0.6,0.13,2.6,0.085,0.9984,3.31,0.59,9.2,5.0992,3.0850000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.4,0.41,0.48,4.6,0.072,0.9973,3.34,0.79,12.2,6.598649999999999,3.4075,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
8.8,0.48,0.41,3.3,0.092,0.9982,3.31,0.53,10.5,5.7491,3.2500000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.1,0.65,0.37,5.1,0.11,1.0026,3.32,0.64,10.4,5.7013,3.61,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.36,0.19,3.2,0.075,0.9956,3.56,0.52,12.7,6.847799999999999,2.6025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Liveliness
8.8,0.24,0.54,2.5,0.083,0.9983,3.39,0.54,9.2,5.09915,3.2425000000000006,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
13.2,0.38,0.55,2.7,0.081,1.0006,2.98,0.54,9.4,5.2003,4.2775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.5,0.64,0.0,2.4,0.077,0.9965,3.32,0.6,10.0,5.49825,2.865,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.39,0.38,1.5,0.058,0.9962,3.26,0.74,9.8,5.3981,3.0575,Dry,Simple,"Balanced,Structured",Medium,Live
9.2,0.755,0.18,2.2,0.148,0.9969,2.87,1.36,10.2,5.59845,3.2512499999999998,Semi-Dry,Intense,Robust,Medium,Live
11.5,0.31,0.51,2.2,0.079,0.9982,3.03,0.93,9.8,5.399100000000001,3.8375,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
11.4,0.46,0.5,2.7,0.122,1.0006,3.13,0.7,10.2,5.6003,3.8725000000000005,Semi-Dry,Intense,"Balanced,Structured",Medium,Brilliant
11.3,0.37,0.41,2.3,0.088,0.9988,3.09,0.8,9.3,5.1494,3.7925,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.3,0.54,0.24,3.4,0.076,0.9976,3.27,0.61,9.4,5.1988,3.0875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.56,0.23,3.4,0.078,0.9976,3.28,0.62,9.4,5.1988,3.0675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.0,0.58,0.22,1.9,0.08,0.9974,3.13,0.55,9.5,5.2487,3.4825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.51,0.25,2.9,0.077,0.9974,3.49,0.96,12.1,6.5487,3.0375,Semi-Dry,"Complex,Spicy",Robust,Full-Bodied,Live
7.6,0.685,0.23,2.3,0.111,0.9964,3.21,0.61,9.3,5.1482,2.9312500000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
10.4,0.28,0.54,2.7,0.105,0.9988,3.25,0.63,9.5,5.2494,3.6174999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.41,0.14,3.0,0.087,0.9964,3.32,0.57,10.5,5.7482,2.8675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.1,0.935,0.22,3.4,0.105,1.001,3.43,0.64,11.3,6.1505,3.67125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.35,0.21,1.9,0.073,0.9964,3.27,0.58,9.5,5.2482,2.9325,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.7,0.84,0.0,1.4,0.065,0.9954,3.27,0.55,9.7,5.3477,3.2024999999999997,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.6,0.88,0.28,2.4,0.086,0.9979,3.24,0.53,9.4,5.19895,3.5,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.5,0.885,0.27,2.3,0.084,0.9978,3.24,0.53,9.4,5.1989,3.47375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.915,0.12,2.2,0.143,0.9964,3.35,0.65,10.2,5.598199999999999,3.0212499999999998,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
8.9,0.29,0.35,1.9,0.067,0.997,3.18,1.36,10.3,5.6485,3.1799999999999997,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.8,0.64,0.1,6.0,0.115,0.9984,3.37,0.69,10.1,5.5492,2.9775,Sweet,Intense,"Balanced,Structured",Medium,Live
7.3,0.67,0.05,3.6,0.107,0.9972,3.4,0.63,10.1,5.5485999999999995,2.855,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.845,0.01,2.2,0.07,0.9967,3.32,0.58,11.0,5.99835,3.1187500000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.7,0.48,0.3,2.8,0.066,0.9964,3.33,0.67,11.2,6.098199999999999,3.2025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.42,0.27,8.6,0.068,0.9948,3.16,0.57,11.3,6.1474,2.6375,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
9.8,0.88,0.25,2.5,0.104,1.001,3.41,0.67,11.2,6.100499999999999,3.5850000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
15.9,0.36,0.65,7.5,0.096,0.9976,2.98,0.84,14.9,7.9488,4.9725,Sweet,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
9.4,0.33,0.59,2.8,0.079,0.9976,3.12,0.54,12.0,6.4988,3.3600000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.47,0.47,2.4,0.074,0.9979,3.08,0.46,9.5,5.24895,3.1550000000000002,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
9.7,0.55,0.17,2.9,0.087,1.0004,3.14,0.61,9.4,5.200200000000001,3.39,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
12.0,0.5,0.59,1.4,0.073,0.998,2.92,0.68,10.5,5.749,4.0024999999999995,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.1,0.84,0.02,4.4,0.096,0.997,3.41,0.57,11.0,5.9985,2.8425,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.42,0.31,1.6,0.08,0.9978,3.31,0.64,9.0,4.9989,2.8850000000000002,Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.2,0.57,0.06,1.6,0.076,0.9972,3.36,0.7,9.6,5.2985999999999995,2.7975,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.1,0.28,0.46,1.8,0.05,0.9974,3.04,0.79,10.2,5.5987,3.4699999999999998,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
12.1,0.4,0.52,2.0,0.092,1.0,3.03,0.66,10.2,5.6,4.0125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
9.4,0.59,0.14,2.0,0.084,0.9981,3.14,0.56,9.7,5.34905,3.3175000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.49,0.36,1.8,0.222,0.998,3.18,0.6,9.5,5.249,3.0825,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
10.0,0.73,0.43,2.3,0.059,0.9966,3.15,0.57,11.0,5.9983,3.5775,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.9,0.4,0.24,2.5,0.083,0.9959,3.26,0.58,10.0,5.49795,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.8,1.24,0.34,2.0,0.079,0.998,3.15,0.53,9.5,5.249,3.6325000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.3,0.41,0.39,2.2,0.064,0.9984,3.26,0.65,10.2,5.5992,3.3400000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.8,0.11,2.3,0.084,0.9979,3.4,0.48,9.9,5.44895,3.2275,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
8.3,0.78,0.1,2.6,0.081,0.9983,3.48,0.53,10.0,5.49915,3.165,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
10.8,0.26,0.45,3.3,0.06,0.9972,3.13,0.54,9.6,5.2985999999999995,3.66,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
13.3,0.43,0.58,1.9,0.07,1.0004,3.06,0.49,9.0,5.0001999999999995,4.3425,Semi-Dry,"Complex,Spicy",Soft,Light,Brilliant
8.0,0.45,0.23,2.2,0.094,0.9962,3.21,0.49,10.2,5.5981,2.9725,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
8.5,0.46,0.31,2.25,0.078,0.998,3.33,0.54,9.8,5.399,3.1500000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.8,0.98,0.32,2.3,0.078,0.998,3.25,0.48,9.4,5.199,3.5875000000000004,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
7.1,0.65,0.18,1.8,0.07,0.997,3.44,0.6,9.1,5.0485,2.8425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
9.1,0.64,0.23,3.1,0.095,0.9998,3.28,0.59,9.7,5.3499,3.3125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.7,0.66,0.04,1.6,0.039,0.9962,3.4,0.47,9.4,5.1981,2.9499999999999997,Dry,Simple,Soft,Medium,Live
8.1,0.38,0.48,1.8,0.157,0.9976,3.3,1.05,9.4,5.1988,3.0650000000000004,Semi-Dry,Intense,Robust,Medium,Live
7.4,1.185,0.0,4.25,0.097,0.9966,3.63,0.54,10.7,5.8483,3.05375,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.92,0.24,2.6,0.087,0.9998,3.48,0.54,9.8,5.399900000000001,3.46,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.49,0.51,2.0,0.422,0.9979,3.03,1.17,9.0,4.99895,3.1574999999999998,Semi-Dry,Intense,Robust,Light,Live
9.0,0.48,0.32,2.8,0.084,0.9984,3.32,0.62,9.4,5.1992,3.2800000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.0,0.47,0.31,2.7,0.084,0.9984,3.31,0.61,9.4,5.1992,3.2725000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.1,0.47,0.02,1.3,0.034,0.9921,3.9,0.62,12.8,6.896050000000001,2.3724999999999996,Dry,Simple,"Balanced,Structured",Full-Bodied,Liveliness
