fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,Body_tmp,Vibrancy_tmp,Sweetness,Nuance,Tannicity,Body,Vibrancy
8.4,0.3,0.25,17.75,0.047,1.00016,2.98,0.66,9.1,5.0500799999999995,2.9825000000000004,Sweet,"Complex,Spicy",Robust,Light,Brilliant
6.5,0.19,0.27,4.9,0.037,0.9916,3.17,0.41,11.8,6.3958,2.5325,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.36,0.39,1.6,0.024,0.99116,3.15,0.49,11.9,6.4455800000000005,2.975,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
6.1,0.16,0.24,1.4,0.046,0.99319,3.66,0.57,10.3,5.6465950000000005,2.54,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.2,0.19,0.42,2.0,0.047,0.99517,3.09,0.66,10.0,5.497585,3.2249999999999996,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
9.2,0.16,0.49,2.0,0.044,0.99514,3.1,0.53,10.2,5.597569999999999,3.2375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
8.0,0.26,0.28,8.2,0.038,0.99566,3.12,0.56,10.0,5.49783,2.915,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.8,0.33,0.36,2.1,0.034,0.99166,2.96,0.98,12.7,6.845829999999999,3.1125,Semi-Dry,"Complex,Spicy",Robust,Full-Bodied,Brilliant
9.8,0.16,0.46,1.8,0.046,0.99587,3.04,0.67,9.6,5.297935,3.365,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
6.6,0.23,0.18,8.5,0.044,0.99558,3.16,0.49,9.5,5.24779,2.5425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.9,0.44,0.26,4.45,0.033,0.99117,3.17,0.52,12.7,6.845585,2.9425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Live
7.6,0.31,0.27,5.8,0.036,0.99399,3.34,0.54,11.0,5.996995,2.88,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.705,0.1,13.0,0.044,0.99741,3.1,0.5,9.1,5.048705,2.85125,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
7.0,0.16,0.26,7.3,0.047,0.99622,3.38,0.58,10.1,5.548109999999999,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.27,0.25,19.1,0.045,1.00051,3.05,0.5,9.2,5.100255,2.8925,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.38,0.17,8.8,0.08,0.99803,3.47,0.66,9.4,5.199015,2.58,Semi-Dry,Intense,Robust,Medium,Live
6.2,0.38,0.18,7.4,0.095,0.99773,3.53,0.71,9.2,5.098865,2.5725,Semi-Dry,Intense,Robust,Medium,Live
8.2,0.24,0.3,2.3,0.05,0.99397,2.98,0.5,10.0,5.4969850000000005,2.93,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.16,0.26,6.85,0.047,0.99622,3.38,0.58,10.1,5.548109999999999,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.815,0.09,11.4,0.044,0.99713,3.15,0.46,9.0,4.998565,2.83875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.3,0.41,0.16,0.9,0.032,0.99274,3.16,0.42,9.5,5.24637,2.5075000000000003,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.1,0.36,0.41,19.35,0.07,1.00118,3.39,0.53,9.1,5.05059,2.565,Sweet,Intense,"Balanced,Structured",Light,Live
8.1,0.4,0.32,7.9,0.031,0.99176,3.05,0.46,13.3,7.14588,2.9675000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Full-Bodied,Brilliant
6.8,0.26,0.43,11.75,0.045,0.9969,3.26,0.55,9.5,5.24845,2.6875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.28,0.17,8.3,0.042,0.99577,3.22,0.46,9.4,5.197885,2.5175,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.29,0.14,7.05,0.045,0.99564,3.23,0.42,9.0,4.99782,2.4899999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.4,0.27,0.17,8.4,0.044,0.99578,3.21,0.47,9.4,5.19789,2.5125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.4,0.35,0.2,13.9,0.054,0.99888,3.11,0.5,8.9,4.94944,2.765,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
8.3,0.28,0.27,17.5,0.045,1.00014,3.02,0.56,9.1,5.05007,2.9675,Sweet,"Complex,Spicy","Balanced,Structured",Light,Brilliant
6.4,0.35,0.35,5.6,0.034,0.99441,3.17,0.5,9.8,5.3972050000000005,2.5675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.26,0.28,4.8,0.05,0.99437,3.13,0.5,10.0,5.497185,2.9174999999999995,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.27,0.37,9.7,0.042,0.9979,3.48,0.75,9.9,5.44895,2.855,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
6.8,0.46,0.26,6.3,0.147,0.99434,3.14,0.47,10.0,5.49717,2.665,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
7.2,0.2,0.28,1.6,0.028,0.99203,3.17,1.06,11.5,6.246015,2.7125000000000004,Semi-Dry,Simple,Robust,Medium,Live
6.6,0.34,0.34,2.6,0.051,0.99314,3.15,0.61,10.0,5.49657,2.6075,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.5,0.27,0.26,8.2,0.042,0.99612,3.43,0.64,9.8,5.39806,2.6149999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.26,0.27,1.5,0.04,0.99295,3.36,0.62,10.5,5.746475,2.6224999999999996,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.27,0.26,2.3,0.043,0.99394,3.45,0.63,10.6,5.79697,2.67,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.19,0.27,1.6,0.027,0.99248,3.38,0.54,11.0,5.99624,2.785,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.3,0.2,0.26,1.6,0.027,0.99268,3.53,0.56,10.8,5.89634,2.5725,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.1,0.29,0.3,16.0,0.036,0.99954,3.3,0.67,9.0,4.99977,2.7474999999999996,Sweet,"Complex,Spicy",Robust,Light,Live
8.2,0.26,0.33,2.6,0.053,0.99402,2.89,0.49,9.5,5.24701,2.92,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.3,0.25,0.33,2.5,0.053,0.99404,2.89,0.48,9.5,5.24702,2.9425000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.26,0.26,10.8,0.039,0.99787,3.47,0.58,10.3,5.648935000000001,2.7475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.0,0.26,0.15,1.2,0.053,0.99347,3.08,0.46,8.8,4.8967350000000005,2.3725,Dry,"Complex,Spicy","Balanced,Structured",Light,Liveliness
7.5,0.28,0.78,12.1,0.041,0.99838,2.98,0.44,8.7,4.84919,2.8850000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.5,0.27,0.79,11.95,0.04,0.99839,2.98,0.44,8.7,4.849195,2.885,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
7.0,0.28,0.32,1.7,0.038,0.99375,3.2,0.62,10.2,5.596875,2.7,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.2,0.16,0.34,0.8,0.029,0.99155,3.25,0.51,10.1,5.545775,2.2375,Dry,Simple,"Balanced,Structured",Medium,Liveliness
6.8,0.34,0.1,1.4,0.049,0.9936,3.21,0.41,9.5,5.2468,2.6125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.25,0.34,1.3,0.056,0.99434,3.1,0.51,9.5,5.24717,2.8225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.6,0.35,0.4,6.3,0.022,0.9922,3.54,0.5,11.6,6.2961,2.4725,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
8.8,0.24,0.23,10.3,0.032,0.99571,3.13,0.4,10.7,5.847855,3.1000000000000005,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.0,0.29,0.21,15.55,0.043,0.99658,3.11,0.54,10.1,5.54829,2.4025,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
7.4,0.56,0.09,1.5,0.071,0.99496,3.22,0.53,9.8,5.397480000000001,2.8175000000000003,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.8,0.29,0.49,1.4,0.142,0.9937,3.08,0.49,9.0,4.99685,2.665,Semi-Dry,Intense,"Balanced,Structured",Light,Live
6.6,0.24,0.3,13.0,0.052,0.99825,3.37,0.49,9.4,5.199125,2.6275,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.8,0.32,0.3,1.0,0.049,0.99289,3.24,0.61,10.2,5.596444999999999,2.665,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.37,0.37,4.85,0.041,0.99432,3.1,0.5,9.8,5.39716,2.56,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.26,0.37,7.1,0.047,0.99523,3.19,0.48,9.5,5.247615,2.505,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.3,0.16,7.5,0.05,0.9959,3.17,0.49,9.0,4.99795,2.5075000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
8.0,0.28,0.32,7.6,0.045,0.99543,3.1,0.55,10.1,5.547715,2.925,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.24,0.32,10.3,0.079,0.99662,3.02,0.45,8.8,4.89831,2.5700000000000003,Semi-Dry,Intense,"Balanced,Structured",Light,Live
7.7,0.39,0.49,7.7,0.036,0.9966,3.33,0.76,10.0,5.4983,2.9775,Semi-Dry,"Complex,Spicy",Robust,Medium,Brilliant
6.0,0.2,0.24,5.3,0.075,0.99466,3.21,0.43,9.5,5.24733,2.4125,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.3,0.18,0.22,1.5,0.043,0.99238,3.19,0.48,10.2,5.59619,2.4724999999999997,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.6,0.23,0.25,11.3,0.031,0.99645,3.11,0.4,10.8,5.898225,3.0475,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.9,0.26,0.31,7.0,0.039,0.99376,3.32,0.49,11.4,6.19688,2.6975,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.31,0.4,6.4,0.039,0.99513,3.14,0.52,9.8,5.397565,2.5625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.5,0.3,0.28,3.1,0.054,0.99543,3.21,0.43,9.4,5.1977150000000005,3.0725,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.4,0.4,0.41,14.1,0.053,0.99886,3.2,0.63,9.4,5.19943,2.8525,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.32,0.34,7.7,0.044,0.99526,3.22,0.48,9.7,5.34763,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.1,0.34,0.31,5.2,0.032,0.99166,3.35,0.47,12.3,6.64583,2.775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.26,0.25,11.6,0.045,0.99691,3.33,0.43,9.8,5.398455,2.61,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.0,0.27,0.57,10.4,0.053,0.99732,3.12,0.68,9.0,4.99866,2.99,Semi-Dry,"Complex,Spicy",Robust,Light,Brilliant
6.2,0.28,0.45,7.5,0.045,0.99573,3.26,0.46,9.2,5.097865,2.5475000000000003,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.3,0.49,11.2,0.058,0.99656,3.19,0.6,9.4,5.1982800000000005,2.545,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.6,0.175,0.29,0.8,0.043,0.99112,3.28,0.48,9.9,5.44556,2.3362499999999997,Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.9,0.34,0.36,1.4,0.032,0.99214,3.07,0.52,9.8,5.39607,2.6675,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.9,0.34,0.3,4.7,0.029,0.99165,3.36,0.49,12.3,6.645825,2.725,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.1,0.32,0.29,4.0,0.038,0.99463,3.27,0.64,10.2,5.597315,2.745,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.51,0.29,11.3,0.034,0.99683,3.14,0.56,9.5,5.248415,2.81,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.24,0.55,8.1,0.04,0.99596,3.24,0.5,9.2,5.09798,2.5825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
8.2,0.2,0.38,3.5,0.053,0.99306,3.22,0.41,11.6,6.29653,3.0,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.3,0.16,0.35,1.5,0.036,0.99342,3.27,0.51,10.2,5.59671,2.77,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.4,0.16,0.37,1.5,0.037,0.99345,3.38,0.5,9.8,5.396725,2.5775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.42,0.13,12.8,0.044,0.99772,3.24,0.47,9.0,4.99886,2.5975,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
5.8,0.3,0.12,1.6,0.036,0.99239,3.38,0.59,10.5,5.746195,2.4,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.4,0.22,0.3,11.2,0.046,0.99479,3.21,0.34,10.8,5.897395,2.5324999999999998,Semi-Dry,"Complex,Spicy",Soft,Medium,Live
6.8,0.23,0.3,1.7,0.043,0.99207,3.17,0.46,10.7,5.846035,2.625,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.27,0.18,1.5,0.028,0.99228,3.41,0.5,10.0,5.4961400000000005,2.515,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
9.0,0.29,0.34,12.1,0.03,0.99706,3.13,0.47,10.6,5.7985299999999995,3.1899999999999995,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
8.9,0.27,0.34,10.7,0.029,0.99669,3.13,0.48,10.6,5.798344999999999,3.16,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
6.9,0.32,0.3,1.8,0.036,0.99269,3.24,0.48,11.0,5.996345,2.6900000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.22,0.24,1.4,0.041,0.99196,3.25,0.53,11.2,6.09598,2.7275,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.5,0.38,7.5,0.046,0.99662,3.32,0.54,9.6,5.29831,2.725,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.5,0.2,0.47,16.9,0.052,0.99944,3.09,0.62,9.3,5.14972,2.815,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.36,0.52,11.3,0.046,0.9966,3.07,0.46,9.4,5.198300000000001,2.6375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.23,0.64,12.9,0.033,0.998,3.0,0.53,8.8,4.899,2.8675,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.9,0.28,0.22,10.0,0.052,0.99696,3.08,0.46,9.6,5.29848,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.41,0.16,1.4,0.037,0.99167,2.95,0.45,10.6,5.795835,2.5300000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.3,0.37,0.16,14.9,0.048,0.99902,3.13,0.45,8.9,4.94951,2.74,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.9,0.21,0.24,1.8,0.021,0.98992,3.15,0.46,12.3,6.64496,2.625,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.8,0.28,0.36,7.0,0.043,0.99556,3.16,0.49,9.6,5.2977799999999995,2.6500000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.24,0.24,8.6,0.034,0.99582,3.33,0.59,10.3,5.64791,2.6025,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.16,0.32,1.1,0.032,0.98972,3.23,0.36,12.1,6.54486,2.6775,Dry,"Complex,Spicy",Soft,Medium,Live
7.0,0.14,0.28,1.3,0.026,0.99352,3.46,0.45,9.9,5.44676,2.7199999999999998,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.3,0.34,0.36,4.9,0.035,0.9946,3.15,0.49,9.7,5.3473,2.5375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.8,0.26,0.24,1.9,0.043,0.99273,3.18,0.52,10.5,5.746365,2.62,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.17,0.42,10.4,0.038,0.99628,3.04,0.44,8.9,4.94814,2.5825,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.5,0.27,0.4,10.0,0.039,0.99582,3.18,0.5,9.4,5.19791,2.5875,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.25,0.36,8.6,0.037,0.99553,3.18,0.5,9.6,5.297765,2.6225,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.8,0.3,0.27,1.7,0.014,0.98914,3.4,0.56,12.6,6.79457,2.4425,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
6.4,0.28,0.56,1.7,0.156,0.99354,3.1,0.37,9.2,5.096769999999999,2.585,Semi-Dry,Intense,"Balanced,Structured",Light,Live
7.7,0.3,0.26,18.95,0.053,0.99976,3.2,0.5,10.4,5.69988,2.865,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
5.1,0.14,0.25,0.7,0.039,0.9919,3.22,0.43,9.2,5.095949999999999,2.1774999999999998,Dry,"Complex,Spicy","Balanced,Structured",Light,Liveliness
7.2,0.615,0.1,1.4,0.068,0.99499,3.2,0.48,9.7,5.347494999999999,2.77875,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.9,0.13,0.28,13.3,0.05,0.99655,3.34,0.42,10.1,5.548275,2.6625,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.34,0.3,8.5,0.059,0.99615,3.46,0.64,11.0,5.998075,2.7,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
7.3,0.32,0.29,1.5,0.038,0.99296,3.2,0.55,10.8,5.89648,2.7775,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.3,0.21,0.29,11.7,0.048,0.99482,3.22,0.38,10.8,5.897410000000001,2.505,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.4,0.5,0.13,5.0,0.028,0.99079,3.48,0.88,13.5,7.245395,2.3775,Semi-Dry,Simple,Robust,Full-Bodied,Liveliness
8.2,0.52,0.34,1.2,0.042,0.99366,3.24,0.39,10.6,5.79683,3.0749999999999997,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.9,0.32,0.27,16.0,0.034,0.99938,3.34,0.6,9.0,4.99969,2.7075,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
6.8,0.11,0.42,1.1,0.042,0.99059,3.18,0.74,11.3,6.145295,2.6275,Dry,"Complex,Spicy",Robust,Medium,Live
6.2,0.26,0.32,15.3,0.031,0.99835,3.31,0.61,9.4,5.199175,2.5225,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.2,0.2,0.36,2.5,0.028,0.9938,3.48,0.49,10.6,5.7969,2.81,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
8.9,0.26,0.33,8.1,0.024,0.99558,3.13,0.46,10.8,5.8977900000000005,3.1550000000000002,Semi-Dry,Simple,"Balanced,Structured",Medium,Brilliant
7.5,0.25,0.32,8.2,0.024,0.99563,3.12,0.46,10.8,5.8978150000000005,2.7975000000000003,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.3,0.27,0.46,11.1,0.053,0.99691,3.18,0.67,9.4,5.198455,2.5525,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
6.5,0.3,0.39,7.8,0.038,0.9959,3.19,0.5,9.4,5.1979500000000005,2.5949999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.6,0.35,0.35,6.0,0.063,0.99537,3.1,0.47,9.4,5.197685,2.5999999999999996,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.5,0.28,0.28,20.4,0.041,1.0002,3.14,0.38,8.7,4.850099999999999,2.5500000000000003,Sweet,"Complex,Spicy","Balanced,Structured",Light,Live
4.5,0.19,0.21,0.95,0.033,0.99332,3.34,0.42,8.0,4.49666,2.06,Dry,"Complex,Spicy","Balanced,Structured",Light,Liveliness
8.0,0.24,0.26,1.7,0.033,0.99316,3.44,0.51,10.4,5.69658,2.985,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.8,0.17,0.23,1.7,0.029,0.99272,3.37,0.41,10.7,5.84636,2.8925,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
7.0,0.24,0.24,9.0,0.03,0.99636,3.47,0.46,10.2,5.598179999999999,2.7375000000000003,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
5.8,0.6,0.0,1.3,0.044,0.99202,3.56,0.43,10.9,5.94601,2.4899999999999998,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.9,0.445,0.26,1.4,0.027,0.99148,3.3,0.36,10.5,5.74574,2.4762500000000003,Semi-Dry,Simple,Soft,Medium,Live
6.7,0.28,0.28,2.4,0.012,0.99064,3.26,0.39,11.7,6.345319999999999,2.63,Semi-Dry,Simple,"Balanced,Structured",Medium,Live
6.8,0.44,0.2,16.0,0.065,0.99884,3.13,0.45,8.6,4.79942,2.6425,Sweet,Intense,"Balanced,Structured",Light,Live
8.2,0.32,0.26,2.1,0.062,0.98974,3.1,0.47,12.8,6.89487,2.9699999999999998,Semi-Dry,Intense,"Balanced,Structured",Full-Bodied,Brilliant
7.5,0.13,0.38,1.1,0.023,0.99112,3.28,0.53,11.8,6.395560000000001,2.8225,Dry,Simple,"Balanced,Structured",Medium,Live
9.2,0.14,0.37,1.1,0.034,0.99136,3.05,0.55,11.6,6.29568,3.1899999999999995,Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
7.4,0.2,0.37,1.2,0.028,0.99132,3.14,0.61,11.8,6.39566,2.7775000000000003,Dry,Simple,"Balanced,Structured",Medium,Live
6.1,0.15,0.35,15.8,0.042,0.99642,3.24,0.37,10.6,5.79821,2.46,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.6,0.23,0.4,5.2,0.066,0.99488,3.17,0.8,9.7,5.34744,2.85,Semi-Dry,Intense,Robust,Medium,Live
8.1,0.33,0.22,5.2,0.047,0.99527,3.22,0.47,10.3,5.647635,2.9675000000000002,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.7,0.12,0.3,5.2,0.048,0.99352,3.33,0.44,10.1,5.54676,2.6125,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.7,0.18,0.36,1.2,0.046,0.99199,3.7,0.68,10.9,5.945995,2.4850000000000003,Dry,"Complex,Spicy",Robust,Medium,Live
5.8,0.15,0.28,0.8,0.037,0.99198,3.24,0.51,9.3,5.14599,2.3675,Dry,"Complex,Spicy","Balanced,Structured",Medium,Liveliness
6.6,0.23,0.29,14.45,0.057,0.99756,3.33,0.54,10.2,5.59878,2.6125,Sweet,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.34,0.39,6.9,0.066,0.99561,3.11,0.53,9.5,5.247805,2.71,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.4,0.68,0.26,3.4,0.069,0.99347,3.18,0.4,9.3,5.1467350000000005,2.63,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
7.3,0.22,0.31,2.3,0.018,0.98936,3.06,0.34,12.9,6.94468,2.7224999999999997,Semi-Dry,Simple,Soft,Full-Bodied,Live
6.4,0.28,0.27,11.0,0.042,0.99786,3.14,0.46,8.7,4.848929999999999,2.5225000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Light,Live
6.9,0.4,0.22,5.95,0.081,0.99705,3.4,0.57,9.4,5.198525,2.73,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
6.8,0.19,0.23,5.1,0.034,0.9942,3.23,0.69,10.1,5.5470999999999995,2.6125000000000003,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
7.1,0.23,0.24,5.4,0.039,0.9948,3.19,0.78,10.0,5.4974,2.69,Semi-Dry,"Complex,Spicy",Robust,Medium,Live
6.45,0.14,0.42,1.2,0.05,0.99116,3.27,0.69,11.1,6.04558,2.57,Dry,"Complex,Spicy",Robust,Medium,Live
6.5,0.15,0.44,12.6,0.052,0.99688,3.26,0.7,10.3,5.648440000000001,2.5875000000000004,Sweet,"Complex,Spicy",Robust,Medium,Live
7.1,0.15,0.34,1.0,0.033,0.98974,3.24,0.41,12.2,6.594869999999999,2.7075,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.7,0.33,0.34,6.6,0.067,0.99542,3.11,0.48,9.3,5.14771,2.62,Semi-Dry,Intense,"Balanced,Structured",Medium,Live
7.2,0.3,0.26,1.5,0.041,0.99154,3.19,0.56,11.3,6.145770000000001,2.7375,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
7.0,0.23,0.33,1.0,0.043,0.99118,3.04,0.65,10.8,5.89559,2.6500000000000004,Dry,"Complex,Spicy",Robust,Medium,Live
8.0,0.13,0.25,1.1,0.033,0.99044,2.98,0.39,11.2,6.095219999999999,2.8400000000000003,Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
6.2,0.21,0.34,6.6,0.03,0.9914,3.32,0.45,12.5,6.7457,2.5175,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
8.3,0.4,0.41,8.2,0.05,0.9979,3.39,0.49,9.3,5.14895,3.1250000000000004,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Brilliant
6.6,0.12,0.25,1.4,0.039,0.99114,3.2,0.45,11.2,6.0955699999999995,2.5425,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
9.6,0.655,0.21,2.0,0.039,0.99188,3.0,1.0,12.6,6.79594,3.36625,Semi-Dry,"Complex,Spicy",Robust,Full-Bodied,Brilliant
6.8,0.26,0.4,7.5,0.046,0.99583,3.2,0.49,9.3,5.147915,2.665,Semi-Dry,"Complex,Spicy","Balanced,Structured",Medium,Live
5.9,0.3,0.3,2.0,0.03,0.98892,3.41,0.41,12.9,6.94446,2.4775,Semi-Dry,Simple,"Balanced,Structured",Full-Bodied,Live
7.0,0.15,0.3,13.3,0.049,0.99704,3.2,0.36,9.5,5.24852,2.6625,Sweet,"Complex,Spicy",Soft,Medium,Live
